Provinsi,Kabupaten_Kota,Tahun,Garis Kemiskinan (Rupiah/Kapita/Bulan),Indeks Pembangunan Gender,Indeks Pembangunan Manusia,Kepadatan Penduduk (Jiwa/km2),PDRB ADHK (Milyar Rupiah),Pengeluaran Per Kapita yang Disesuaikan (Rupiah/Kapita/Tahun),Persentase Penduduk Miskin (%),Persentase Rumah Tangga yang memiliki Akses Sanitasi Layak (%),Rata-Rata Lama Sekolah (Tahun),Umur Harapan Hidup (Tahun)
Sulawesi Selatan,Luwu Utara,2024,431980.0,90.33,74.04,45.0,9732.44,12866.0,11.24,97.14,8.37,69.67
Sulawesi Selatan,Maros,2020,414324.0,89.23,71.77,242.0,12233.66,10963.0,9.74,88.4,7.73,69.02
Sulawesi Selatan,Maros,2021,424637.0,89.2,72.32,245.0,12400.62,11032.0,9.57,87.74,,69.04
Sulawesi Selatan,Maros,2022,450275.0,89.46,72.92,281.0,13532.96,11403.0,9.43,92.73,,69.28
Sulawesi Selatan,Maros,2023,510040.0,89.5,73.56,283.0,14210.16,11795.0,9.65,96.09,,69.45
Sulawesi Selatan,Maros,2024,530070.0,89.61,74.04,287.0,14748.76,12209.0,9.32,94.68,,69.68
Sulawesi Selatan,Pangkajene Dan Kepulauan,2020,358061.0,89.85,71.31,311.0,16915.23,11405.0,13.96,79.66,7.66,66.66
Sulawesi Selatan,Pangkajene Dan Kepulauan,2021,368096.0,89.97,71.81,308.0,17500.61,11519.0,14.28,86.35,7.92,66.78
Sulawesi Selatan,Pangkajene Dan Kepulauan,2022,389613.0,90.61,72.41,395.0,18363.59,11817.0,13.92,90.52,,67.12
Sulawesi Selatan,Pangkajene Dan Kepulauan,2023,416815.0,90.76,73.23,400.0,19236.71,12241.0,,88.0,8.31,67.36
Sulawesi Selatan,Pangkajene Dan Kepulauan,2024,439192.0,91.35,73.87,404.0,20197.59,12643.0,12.41,94.51,8.47,67.59
Sulawesi Selatan,Pinrang,2020,336346.0,95.16,73.27,206.0,12826.45,11844.0,8.86,90.56,7.86,69.61
Sulawesi Selatan,Pinrang,2021,345892.0,95.11,73.46,208.0,13472.49,11956.0,8.81,94.72,7.87,69.77
Sulawesi Selatan,Pinrang,2022,366808.0,95.36,73.9,219.0,14082.65,12102.0,8.79,92.06,,70.15
Sulawesi Selatan,Pinrang,2023,400091.0,95.61,74.7,221.0,14388.99,12559.0,,94.64,,70.49
Sulawesi Selatan,Pinrang,2024,414198.0,95.86,75.43,224.0,15210.21,13010.0,8.55,92.74,8.53,70.65
Sulawesi Selatan,Sidenreng Rappang,2020,349452.0,92.06,73.07,170.0,,12073.0,,95.83,7.84,69.83
Sulawesi Selatan,Sidenreng Rappang,2021,360591.0,92.2,73.39,172.0,,12201.0,,98.52,7.94,70.01
Sulawesi Selatan,Sidenreng Rappang,2022,383134.0,92.57,73.81,183.0,,12379.0,,94.13,,70.41
Sulawesi Selatan,Sidenreng Rappang,2023,421321.0,92.53,74.38,179.0,9601.72,12739.0,5.14,94.77,,70.74
Sulawesi Selatan,Sidenreng Rappang,2024,458509.0,92.6,74.81,181.0,9990.29,13209.0,,98.32,8.21,71.03
Sulawesi Selatan,Sinjai,2020,329819.0,98.02,69.86,316.0,7200.23,9439.0,9.0,86.88,7.75,67.3
Sulawesi Selatan,Sinjai,2021,352490.0,97.81,70.02,327.0,7576.83,9505.0,8.84,87.13,7.78,67.38
Sulawesi Selatan,Sinjai,2022,374226.0,98.13,70.6,305.0,7945.62,9726.0,,89.19,7.79,67.68
Sulawesi Selatan,Sinjai,2023,397562.0,98.21,71.2,309.0,8399.53,10180.0,8.55,86.54,,67.92
Sulawesi Selatan,Sinjai,2024,412441.0,98.3,71.81,313.0,8833.54,10665.0,7.82,86.14,7.82,68.13
Sulawesi Selatan,Soppeng,2020,315455.0,97.26,70.01,173.0,7146.65,9483.0,7.59,93.37,7.81,69.65
Sulawesi Selatan,Soppeng,2021,341484.0,97.25,70.33,151.0,7585.98,9558.0,7.53,92.39,7.82,69.81
Sulawesi Selatan,Soppeng,2022,365650.0,97.06,71.05,172.0,8054.42,9756.0,7.49,94.99,7.96,70.2
Sulawesi Selatan,Soppeng,2023,398802.0,97.16,71.94,172.0,8322.53,10098.0,7.48,95.67,8.27,70.5
Sulawesi Selatan,Soppeng,2024,411958.0,97.34,72.76,173.0,8660.66,10547.0,,95.44,8.45,70.79
Sulawesi Selatan,Takalar,2020,364378.0,87.56,69.84,531.0,6575.76,10454.0,8.44,95.15,7.29,67.18
Sulawesi Selatan,Takalar,2021,380564.0,87.45,70.25,534.0,,10543.0,8.25,90.15,7.49,67.3
Sulawesi Selatan,Takalar,2022,399062.0,87.66,70.86,550.0,,10746.0,8.25,91.98,7.64,67.64
Sulawesi Selatan,Takalar,2023,428941.0,87.8,71.46,563.0,,11239.0,8.29,95.59,7.66,67.9
Sulawesi Selatan,Takalar,2024,455793.0,88.24,72.06,571.0,7832.68,11679.0,7.75,96.25,7.73,68.11
Sulawesi Selatan,Tana Toraja,2020,336877.0,87.97,69.05,137.0,4545.29,7217.0,,78.97,8.26,73.3
Sulawesi Selatan,Tana Toraja,2021,350220.0,88.46,69.78,143.0,4780.98,7434.0,12.27,83.75,8.51,73.4
Sulawesi Selatan,Tana Toraja,2022,366753.0,88.48,70.16,139.0,5025.78,7584.0,12.18,85.42,8.52,73.72
Sulawesi Selatan,Tana Toraja,2023,399202.0,88.54,71.01,142.0,5209.56,8017.0,12.48,86.03,,73.99
Sulawesi Selatan,Tana Toraja,2024,418308.0,89.05,71.94,143.0,5480.43,8319.0,10.79,90.74,8.77,74.23
Sulawesi Selatan,Toraja Utara,2020,328096.0,86.83,69.8,227.0,5148.55,8097.0,,83.5,7.96,73.39
Sulawesi Selatan,Toraja Utara,2021,348611.0,86.8,70.22,217.0,5357.13,8134.0,11.99,87.62,8.25,73.41
Sulawesi Selatan,Toraja Utara,2022,364343.0,87.32,70.83,224.0,5639.38,8494.0,11.65,89.81,8.26,73.65
Sulawesi Selatan,Toraja Utara,2023,395731.0,87.8,71.69,212.0,5861.32,8871.0,,91.83,8.51,73.83
Sulawesi Selatan,Toraja Utara,2024,413029.0,88.43,72.31,215.0,6124.34,9292.0,10.73,92.86,8.54,74.0
Sulawesi Selatan,Wajo,2020,350765.0,90.25,71.57,151.0,12708.31,12386.0,6.95,92.38,6.81,67.35
Sulawesi Selatan,Wajo,2021,361181.0,90.44,72.05,152.0,13569.28,12505.0,6.46,95.03,,67.48
Sulawesi Selatan,Wajo,2022,375022.0,90.33,72.69,144.0,13891.79,12729.0,6.57,94.05,7.16,67.82
Sulawesi Selatan,Wajo,2023,402351.0,90.65,73.56,148.0,14090.79,13192.0,6.73,97.03,7.45,68.1
Sulawesi Selatan,Wajo,2024,431291.0,90.65,73.98,149.0,14727.12,13608.0,6.47,95.93,7.46,68.32
Sulawesi Tengah,Banggai,2020,417863.0,90.83,71.01,44.0,18518.97,9554.0,7.39,81.69,8.52,70.88
Sulawesi Tengah,Banggai,2021,431639.0,90.85,71.09,37.0,18857.39,9603.0,7.83,82.46,8.53,70.88
Sulawesi Tengah,Banggai,2022,457335.0,90.86,71.58,45.0,20139.75,9963.0,7.33,81.07,8.54,70.88
Sulawesi Tengah,Banggai,2023,488788.0,91.44,72.19,45.0,20627.68,10400.0,6.94,81.45,8.63,71.02
Sulawesi Tengah,Banggai,2024,515334.0,91.73,72.86,46.0,21376.36,10772.0,6.56,83.18,8.81,71.09
Sulawesi Tengah,Banggai Kepulauan,2020,364025.0,92.36,65.61,50.0,2603.27,7429.0,,77.12,8.43,66.31
Sulawesi Tengah,Banggai Kepulauan,2021,373799.0,92.18,65.82,48.0,2735.24,7453.0,13.72,75.35,8.44,66.59
Sulawesi Tengah,Banggai Kepulauan,2022,396904.0,92.2,66.3,52.0,2870.36,7712.0,13.44,75.05,8.46,66.73
Sulawesi Tengah,Banggai Kepulauan,2023,432673.0,92.32,67.05,52.0,2984.81,8066.0,,76.83,8.62,66.87
Sulawesi Tengah,Banggai Kepulauan,2024,453552.0,92.86,67.65,52.0,3105.15,8375.0,12.32,79.52,,67.08
Sulawesi Tengah,Banggai Laut,2020,359768.0,91.31,67.6,102.0,1607.82,7663.0,,64.52,8.62,65.38
Sulawesi Tengah,Banggai Laut,2021,366005.0,91.77,67.82,97.0,1678.04,7707.0,14.17,61.77,8.63,65.67
Sulawesi Tengah,Banggai Laut,2022,384686.0,92.3,68.4,104.0,1746.71,8037.0,13.17,63.18,8.63,65.81
Sulawesi Tengah,Banggai Laut,2023,424660.0,92.4,69.12,106.0,1813.57,8470.0,14.15,65.89,8.64,66.08
Sulawesi Tengah,Banggai Laut,2024,443877.0,92.73,69.65,108.0,1877.36,8776.0,13.78,68.78,8.65,66.31
Sulawesi Tengah,Buol,2020,375794.0,89.25,68.49,39.0,3842.19,7942.0,13.93,70.89,8.86,68.76
Sulawesi Tengah,Buol,2021,387444.0,89.1,68.92,36.0,4029.74,7974.0,,70.2,,69.05
Sulawesi Tengah,Buol,2022,410824.0,89.55,69.37,40.0,,8176.0,12.85,73.48,,69.32
Sulawesi Tengah,Buol,2023,438363.0,89.86,70.18,40.0,4327.75,8678.0,13.36,76.01,,69.73
Sulawesi Tengah,Buol,2024,477640.0,90.22,70.89,41.0,4470.82,9051.0,,76.52,,69.99
Sulawesi Tengah,Donggala,2020,360483.0,88.34,66.8,59.0,8165.36,7960.0,17.39,63.31,7.97,67.33
Sulawesi Tengah,Donggala,2021,369784.0,88.43,66.96,70.0,8544.44,8002.0,16.73,64.9,7.98,67.5
Sulawesi Tengah,Donggala,2022,395028.0,88.91,67.49,60.0,8873.91,8303.0,,64.4,7.98,67.61
Sulawesi Tengah,Donggala,2023,421493.0,89.17,68.17,60.0,9289.25,8766.0,16.25,64.44,7.99,67.86
Sulawesi Tengah,Donggala,2024,438396.0,89.5,68.71,61.0,,9117.0,,65.14,8.0,68.01
Sulawesi Tengah,Kota Palu,2020,559246.0,97.96,82.74,1047.0,15462.91,14839.0,,99.27,11.61,71.04
Sulawesi Tengah,Kota Palu,2021,571605.0,98.16,82.96,945.0,16385.58,14894.0,7.17,91.74,11.72,71.09
Sulawesi Tengah,Kota Palu,2022,604280.0,98.09,83.26,1071.0,17092.79,15162.0,6.63,83.72,11.73,71.2
Sulawesi Tengah,Kota Palu,2023,632261.0,98.37,83.71,1087.0,17941.4,15501.0,6.56,87.54,11.74,71.45
Sulawesi Tengah,Kota Palu,2024,658112.0,98.57,84.12,1101.0,18768.74,15941.0,5.94,89.49,11.75,71.56
Sulawesi Tengah,Morowali,2020,463140.0,84.89,73.06,36.0,43824.29,10993.0,13.43,82.8,9.33,69.18
Sulawesi Tengah,Morowali,2021,478409.0,85.03,73.12,53.0,55001.25,11028.0,13.75,78.34,9.34,69.23
Sulawesi Tengah,Morowali,2022,507523.0,85.14,73.39,39.0,70621.47,11291.0,12.58,76.58,9.35,69.23
Sulawesi Tengah,Morowali,2023,553185.0,85.17,73.82,38.0,84989.24,11708.0,12.31,72.71,9.37,69.37
Sulawesi Tengah,Morowali,2024,590027.0,85.42,74.36,39.0,98808.77,12281.0,11.55,75.16,9.38,69.41
Sulawesi Tengah,Morowali Utara,2020,474170.0,95.98,69.42,14.0,8071.79,8853.0,,73.45,8.71,69.61
Sulawesi Tengah,Morowali Utara,2021,486511.0,95.98,69.52,12.0,8926.55,8890.0,,79.88,8.72,69.71
Sulawesi Tengah,Morowali Utara,2022,519441.0,96.53,70.02,14.0,12169.35,9242.0,12.97,86.69,8.75,69.77
Sulawesi Tengah,Morowali Utara,2023,556204.0,96.61,70.74,14.0,14972.78,9623.0,12.85,88.58,8.94,69.97
Sulawesi Tengah,Morowali Utara,2024,594137.0,97.06,71.64,15.0,17073.22,10032.0,11.95,89.92,9.13,70.06
Sulawesi Tengah,Parigi Moutong,2020,444258.0,92.29,67.46,76.0,11098.5,9641.0,15.85,62.49,7.48,64.3
Sulawesi Tengah,Parigi Moutong,2021,458385.0,92.51,67.84,86.0,11616.82,9675.0,15.28,63.98,7.74,64.35
Sulawesi Tengah,Parigi Moutong,2022,495623.0,92.76,68.29,77.0,12047.38,10063.0,14.63,67.54,7.77,64.35
Sulawesi Tengah,Parigi Moutong,2023,531255.0,92.58,69.06,78.0,12479.5,10471.0,14.91,68.94,,64.62
Sulawesi Tengah,Parigi Moutong,2024,553012.0,92.66,69.48,79.0,12926.58,10846.0,,69.14,,64.66
Sulawesi Tengah,Poso,2020,515435.0,96.54,72.1,32.0,6221.16,8808.0,15.45,90.31,9.41,71.18
Sulawesi Tengah,Poso,2021,530022.0,96.71,72.27,34.0,6523.79,8850.0,15.92,88.09,,71.19
Sulawesi Tengah,Poso,2022,561276.0,96.79,72.75,33.0,6761.15,9218.0,15.18,91.47,9.52,71.19
Sulawesi Tengah,Poso,2023,599881.0,97.2,73.25,33.0,7023.68,9622.0,15.16,91.34,9.53,71.33
Sulawesi Tengah,Poso,2024,620267.0,97.23,73.65,34.0,7289.29,9948.0,14.23,92.08,9.54,71.34
Sulawesi Tengah,Sigi,2020,370788.0,93.26,68.48,49.0,,8126.0,12.45,66.53,,69.99
Sulawesi Tengah,Sigi,2021,382579.0,93.48,68.84,50.0,6464.34,8171.0,,78.31,8.82,70.09
Sulawesi Tengah,Sigi,2022,409679.0,94.1,69.4,51.0,6679.39,8498.0,,71.82,8.84,70.15
Sulawesi Tengah,Sigi,2023,445106.0,94.26,70.28,51.0,6904.56,8891.0,12.83,70.06,,70.35
Sulawesi Tengah,Sigi,2024,463011.0,94.37,70.9,52.0,7146.18,9254.0,,72.2,,70.48
Sulawesi Tengah,Tojo Una-una,2020,504889.0,91.22,66.67,29.0,,7606.0,16.39,56.4,8.39,65.67
Sulawesi Tengah,Tojo Una-una,2021,521534.0,91.15,66.81,29.0,3878.59,7621.0,,71.1,,65.9
Sulawesi Tengah,Tojo Una-una,2022,547910.0,91.17,67.62,30.0,,8096.0,,68.35,8.41,66.08
Sulawesi Tengah,Tojo Una-una,2023,597788.0,91.56,68.47,30.0,4147.74,8550.0,16.74,70.02,8.51,66.41
Sulawesi Tengah,Tojo Una-una,2024,622000.0,92.02,69.04,31.0,4300.76,8863.0,16.36,71.02,8.56,66.6
Sulawesi Tengah,Tolitoli,2020,343770.0,89.73,67.7,61.0,5534.73,7917.0,12.85,64.34,8.51,65.9
Sulawesi Tengah,Tolitoli,2021,354427.0,90.29,68.31,55.0,5776.24,7947.0,13.51,68.09,8.76,66.18
Sulawesi Tengah,Tolitoli,2022,378317.0,90.46,68.77,62.0,5986.58,8191.0,12.74,64.45,8.76,66.41
Sulawesi Tengah,Tolitoli,2023,405556.0,90.53,69.68,63.0,6197.86,8665.0,12.85,63.47,8.77,66.78
Sulawesi Tengah,Tolitoli,2024,441975.0,90.6,70.38,63.0,6403.51,8918.0,12.45,67.4,8.91,67.03
Sulawesi Tenggara,Bombana,2020,325949.0,84.67,66.73,50.0,4708.74,8234.0,,82.75,,68.91
Sulawesi Tenggara,Bombana,2021,346726.0,84.91,66.93,51.0,4873.72,8310.0,10.76,82.5,,69.09
Sulawesi Tenggara,Bombana,2022,368576.0,85.77,67.49,47.0,5122.34,8680.0,10.26,82.29,,69.2
Sulawesi Tenggara,Bombana,2023,406706.0,85.92,68.02,48.0,5340.69,9132.0,10.73,86.24,,69.34
Sulawesi Tenggara,Bombana,2024,423183.0,86.08,68.85,49.0,5609.73,9692.0,10.54,87.47,,69.49
Sulawesi Tenggara,Buton,2020,262541.0,80.18,66.78,95.0,2751.66,7307.0,13.21,79.72,7.71,68.25
Sulawesi Tenggara,Buton,2021,270212.0,80.69,67.12,96.0,,7324.0,13.92,79.37,7.92,68.39
Sulawesi Tenggara,Buton,2022,279627.0,81.46,68.05,72.0,3011.17,7594.0,13.27,82.89,8.25,68.46
Sulawesi Tenggara,Buton,2023,302183.0,82.07,68.96,72.0,3101.74,7995.0,13.77,80.33,8.49,68.56
Sulawesi Tenggara,Buton,2024,313831.0,82.07,69.72,73.0,3200.92,8401.0,13.99,81.22,8.63,68.67
Sulawesi Tenggara,Buton Selatan,2020,248184.0,72.25,65.97,187.0,2068.59,7263.0,,81.46,7.53,67.66
Sulawesi Tenggara,Buton Selatan,2021,253877.0,72.56,66.02,187.0,,7279.0,14.62,87.22,7.54,67.69
Sulawesi Tenggara,Buton Selatan,2022,264666.0,73.43,66.47,185.0,2161.37,7476.0,14.41,86.47,7.64,67.76
Sulawesi Tenggara,Buton Selatan,2023,290203.0,74.22,67.19,192.0,2213.51,7936.0,14.76,83.7,7.65,67.86
Sulawesi Tenggara,Buton Selatan,2024,300991.0,74.51,68.04,195.0,2320.67,8386.0,14.28,84.32,7.75,67.97
Sulawesi Tenggara,Buton Tengah,2020,264699.0,80.57,65.49,120.0,1729.46,7221.0,15.32,77.16,,67.66
Sulawesi Tenggara,Buton Tengah,2021,273354.0,81.48,65.67,122.0,1760.04,7244.0,,86.51,7.31,67.69
Sulawesi Tenggara,Buton Tengah,2022,275058.0,83.01,66.41,142.0,1827.9,7670.0,,83.35,7.33,67.78
Sulawesi Tenggara,Buton Tengah,2023,299593.0,83.32,66.94,143.0,1892.41,8003.0,15.43,85.49,7.34,67.9
Sulawesi Tenggara,Buton Tengah,2024,310721.0,83.79,67.58,145.0,1955.26,8434.0,,87.71,7.35,68.03
Sulawesi Tenggara,Buton Utara,2020,345039.0,92.02,68.04,36.0,2250.75,7470.0,,79.45,8.92,70.93
Sulawesi Tenggara,Buton Utara,2021,355288.0,91.99,68.25,36.0,2342.59,7496.0,14.89,69.43,8.93,70.93
Sulawesi Tenggara,Buton Utara,2022,373792.0,92.82,69.17,39.0,,7935.0,14.26,69.69,,70.96
Sulawesi Tenggara,Buton Utara,2023,403834.0,92.58,69.85,39.0,2520.46,8289.0,,71.64,,71.02
Sulawesi Tenggara,Buton Utara,2024,422483.0,92.53,70.75,40.0,2613.28,8746.0,,72.91,9.24,71.09
Sulawesi Tenggara,Kolaka,2020,406919.0,89.78,74.45,72.0,18231.57,12515.0,11.63,87.43,8.98,71.06
Sulawesi Tenggara,Kolaka,2021,432858.0,90.01,74.56,74.0,18999.35,12525.0,12.43,87.35,8.99,71.21
Sulawesi Tenggara,Kolaka,2022,448100.0,90.23,74.98,83.0,19422.58,12639.0,11.51,89.12,,71.3
Sulawesi Tenggara,Kolaka,2023,464000.0,90.25,75.73,83.0,20418.78,13055.0,,93.56,9.35,71.42
Sulawesi Tenggara,Kolaka,2024,477917.0,90.42,76.2,84.0,21452.48,13534.0,11.67,94.03,9.38,71.56
Sulawesi Tenggara,Kolaka Timur,2020,405341.0,98.37,67.06,33.0,3256.58,7727.0,13.47,88.62,7.56,72.67
Sulawesi Tenggara,Kolaka Timur,2021,431179.0,99.07,67.79,33.0,3413.96,7753.0,14.35,88.41,7.84,72.82
Sulawesi Tenggara,Kolaka Timur,2022,458563.0,99.29,68.77,30.0,,8155.0,13.57,91.32,8.15,72.9
Sulawesi Tenggara,Kolaka Timur,2023,513085.0,99.3,69.61,32.0,3638.88,8520.0,,93.37,,73.01
Sulawesi Tenggara,Kolaka Timur,2024,525091.0,99.26,70.32,32.0,3753.74,9012.0,13.71,94.72,8.43,73.13
Sulawesi Tenggara,Kolaka Utara,2020,494836.0,97.24,69.4,41.0,6356.66,10218.0,12.96,84.76,,70.36
Sulawesi Tenggara,Kolaka Utara,2021,506903.0,97.79,69.6,41.0,6525.45,10244.0,13.79,86.18,8.22,70.36
Sulawesi Tenggara,Kolaka Utara,2022,511972.0,98.38,70.47,48.0,6781.75,10721.0,,91.09,8.54,70.4
Sulawesi Tenggara,Kolaka Utara,2023,517092.0,98.48,71.11,50.0,7040.84,11020.0,13.57,92.89,8.81,70.47
Sulawesi Tenggara,Kolaka Utara,2024,529192.0,98.72,71.75,51.0,7320.44,11650.0,13.51,92.38,8.82,70.56
Sulawesi Tenggara,Konawe,2020,323180.0,92.65,72.44,58.0,7348.39,10126.0,,76.41,9.15,70.27
Sulawesi Tenggara,Konawe,2021,343781.0,93.18,72.58,59.0,7826.41,10151.0,,89.72,9.21,70.32
Sulawesi Tenggara,Konawe,2022,363645.0,93.53,73.14,50.0,9177.94,10552.0,12.57,88.02,,70.38
Sulawesi Tenggara,Konawe,2023,400581.0,93.76,73.88,50.0,11244.66,10963.0,,90.5,9.56,70.44
Sulawesi Tenggara,Konawe,2024,425029.0,93.81,74.5,51.0,12573.86,11415.0,13.25,90.7,9.69,70.52
Sulawesi Tenggara,Konawe Kepulauan,2020,335414.0,85.0,66.2,43.0,1046.99,6700.0,,70.3,9.41,68.43
Sulawesi Tenggara,Konawe Kepulauan,2021,347332.0,85.05,66.52,43.0,1071.1,6738.0,17.81,78.38,9.42,68.43
Sulawesi Tenggara,Konawe Kepulauan,2022,370692.0,86.1,67.49,54.0,1105.75,7192.0,16.15,74.52,9.43,68.46
Sulawesi Tenggara,Konawe Kepulauan,2023,393000.0,86.28,68.11,55.0,1136.61,7564.0,,73.71,9.45,68.52
Sulawesi Tenggara,Konawe Kepulauan,2024,415880.0,86.43,68.77,56.0,1217.96,7996.0,15.54,74.55,9.46,68.6
Sulawesi Tenggara,Konawe Selatan,2020,261382.0,87.73,68.5,53.0,8256.32,9037.0,10.74,73.8,7.86,70.8
Sulawesi Tenggara,Konawe Selatan,2021,275339.0,88.03,68.88,54.0,8655.57,9059.0,11.34,76.75,,70.87
Sulawesi Tenggara,Konawe Selatan,2022,294510.0,88.37,69.67,75.0,9154.74,9347.0,,87.92,8.27,70.95
Sulawesi Tenggara,Konawe Selatan,2023,331620.0,88.7,70.64,76.0,,9753.0,11.26,92.36,8.51,71.02
Sulawesi Tenggara,Konawe Selatan,2024,354696.0,88.61,71.51,78.0,10172.3,10250.0,,93.45,8.76,71.1
Sulawesi Tenggara,Konawe Utara,2020,305100.0,86.17,70.28,13.0,,9165.0,13.53,76.97,9.21,69.51
Sulawesi Tenggara,Konawe Utara,2021,321986.0,86.66,70.66,14.0,2957.84,9181.0,14.32,76.58,,69.53
Sulawesi Tenggara,Konawe Utara,2022,340061.0,87.04,71.52,17.0,3107.85,9666.0,13.72,86.56,9.53,69.59
Sulawesi Tenggara,Konawe Utara,2023,381620.0,87.24,72.11,17.0,,10113.0,13.48,82.74,,69.68
Sulawesi Tenggara,Konawe Utara,2024,407710.0,87.38,72.71,18.0,3451.27,10658.0,13.17,84.58,9.61,69.78
Sulawesi Tenggara,Kota Baubau,2020,344598.0,90.27,77.4,721.0,6572.22,10483.0,7.15,95.6,10.64,71.19
Sulawesi Tenggara,Kota Baubau,2021,360766.0,90.45,77.75,730.0,6844.69,10503.0,7.78,96.68,10.91,71.25
Sulawesi Tenggara,Kota Baubau,2022,376932.0,90.94,78.15,557.0,7205.82,10835.0,7.31,91.69,10.92,71.36
Sulawesi Tenggara,Kota Baubau,2023,412008.0,91.24,79.0,565.0,7449.39,11207.0,7.53,96.99,,71.51
Sulawesi Tenggara,Kota Baubau,2024,431717.0,91.35,79.61,573.0,7773.88,11755.0,,96.43,,71.67
Sulawesi Tenggara,Kota Kendari,2020,384379.0,94.61,84.21,1147.0,16527.21,14335.0,4.34,94.28,,73.77
Sulawesi Tenggara,Kota Kendari,2021,423653.0,94.84,84.83,1164.0,17165.19,14356.0,4.87,96.57,12.51,73.83
Sulawesi Tenggara,Kota Kendari,2022,454846.0,94.92,85.19,1342.0,18012.91,14765.0,4.57,94.71,12.52,73.93
Sulawesi Tenggara,Kota Kendari,2023,503369.0,94.98,85.51,1370.0,18604.82,15116.0,4.59,93.77,12.53,74.07
Sulawesi Tenggara,Kota Kendari,2024,516809.0,95.14,85.97,1395.0,19499.41,15651.0,4.23,98.32,12.55,74.23
Sulawesi Tenggara,Muna,2020,358333.0,87.59,69.49,112.0,5071.45,8203.0,12.83,71.22,8.36,70.39
Sulawesi Tenggara,Muna,2021,368922.0,87.76,69.64,114.0,5229.55,8218.0,13.54,79.85,8.46,70.41
Sulawesi Tenggara,Muna,2022,387114.0,87.95,70.09,120.0,5537.28,8328.0,13.41,80.9,8.52,70.47
Sulawesi Tenggara,Muna,2023,419071.0,88.13,70.62,121.0,5650.87,8703.0,,85.31,8.53,70.56
Sulawesi Tenggara,Muna,2024,434750.0,88.37,71.5,123.0,5938.74,9107.0,13.78,85.32,8.71,70.67
Sulawesi Tenggara,Muna Barat,2020,357477.0,88.65,65.41,83.0,1850.88,7485.0,,68.35,,70.34
Sulawesi Tenggara,Muna Barat,2021,367868.0,88.91,65.81,83.0,,7502.0,13.96,73.03,,70.35
Sulawesi Tenggara,Muna Barat,2022,382129.0,89.35,66.53,104.0,2002.58,7668.0,13.85,67.67,,70.39
Sulawesi Tenggara,Muna Barat,2023,412697.0,89.59,67.44,109.0,2111.98,8076.0,,71.66,7.86,70.46
Sulawesi Tenggara,Muna Barat,2024,428282.0,89.71,68.37,111.0,2176.86,8458.0,13.38,74.6,,70.55
Sulawesi Tenggara,Wakatobi,2020,294440.0,88.39,69.51,199.0,3096.55,9204.0,14.31,81.49,7.94,70.41
Sulawesi Tenggara,Wakatobi,2021,302511.0,88.99,69.9,202.0,3220.93,9280.0,14.91,84.99,8.16,70.48
Sulawesi Tenggara,Wakatobi,2022,319981.0,89.05,70.88,256.0,,9758.0,14.55,86.71,,70.59
Sulawesi Tenggara,Wakatobi,2023,340151.0,89.32,71.45,259.0,3524.0,10240.0,14.81,85.03,8.51,70.72
Sulawesi Tenggara,Wakatobi,2024,355748.0,89.58,72.03,263.0,,10739.0,14.36,87.04,8.53,70.87
Sulawesi Utara,Bolaang Mongondow,2020,325227.0,88.29,68.77,87.0,5512.88,10128.0,7.27,70.25,7.94,69.36
Sulawesi Utara,Bolaang Mongondow,2021,343302.0,88.41,69.04,87.0,5726.21,10220.0,7.58,71.07,,69.45
Sulawesi Utara,Bolaang Mongondow,2022,355639.0,88.52,69.82,77.0,,10614.0,,62.62,8.17,69.78
Sulawesi Utara,Bolaang Mongondow,2023,394032.0,88.55,70.48,78.0,6345.24,10915.0,7.37,79.77,8.37,70.07
Sulawesi Utara,Bolaang Mongondow,2024,415628.0,89.12,71.14,79.0,6683.66,11507.0,7.74,79.01,8.38,70.31
Sulawesi Utara,Bolaang Mongondow Selatan,2020,327648.0,79.7,67.76,43.0,1336.97,8837.0,12.77,55.16,7.96,64.49
Sulawesi Utara,Bolaang Mongondow Selatan,2021,345819.0,80.09,68.2,44.0,1386.96,8939.0,12.85,67.62,,64.49
Sulawesi Utara,Bolaang Mongondow Selatan,2022,358465.0,80.42,68.66,40.0,1459.09,9238.0,11.92,61.92,8.21,64.74
Sulawesi Utara,Bolaang Mongondow Selatan,2023,397381.0,80.97,69.17,84.0,1536.87,9593.0,,71.05,8.23,64.95
Sulawesi Utara,Bolaang Mongondow Selatan,2024,419865.0,81.59,69.92,41.0,1617.98,10114.0,11.33,73.31,8.29,65.11
Sulawesi Utara,Bolaang Mongondow Timur,2020,335241.0,90.84,68.13,97.0,1881.48,8998.0,5.88,56.65,7.71,67.89
Sulawesi Utara,Bolaang Mongondow Timur,2021,353872.0,90.98,68.7,99.0,,9115.0,,56.06,7.88,67.94
Sulawesi Utara,Bolaang Mongondow Timur,2022,368578.0,91.1,69.35,107.0,2039.19,9390.0,5.85,66.06,,68.24
Sulawesi Utara,Bolaang Mongondow Timur,2023,411409.0,91.37,70.09,51.0,2148.25,9741.0,,73.76,8.27,68.51
Sulawesi Utara,Bolaang Mongondow Timur,2024,433873.0,91.76,70.68,107.0,2258.59,10191.0,5.87,74.08,8.34,68.73
Sulawesi Utara,Bolaang Mongondow Utara,2020,264227.0,86.77,69.31,49.0,1691.1,9062.0,8.41,69.25,8.31,67.66
